NO	DATE1	JISCODE1	PNAME1	GNAME1	CNAME1	WEIGHT	DATE2	JISCODE2	PNAME2	GNAME2	CNAME2
2783	19701001	7365	福島県	南会津郡	伊南村	1	20151001	7368	福島県	南会津郡	南会津町
2784	19701001	7366	福島県	南会津郡	南郷村	1	20151001	7368	福島県	南会津郡	南会津町
3683	19701001	7367	福島県	南会津郡	只見町	1	20151001	7367	福島県	南会津郡	只見町
803	19701001	7381	福島県	北会津郡	北会津村	1	20151001	7202	福島県		会津若松市
2554	19701001	7401	福島県	耶麻郡	熱塩加納村	1	20151001	7208	福島県		喜多方市
3684	19701001	7402	福島県	耶麻郡	北塩原村	1	20151001	7402	福島県	耶麻郡	北塩原村
2555	19701001	7403	福島県	耶麻郡	塩川町	1	20151001	7208	福島県		喜多方市
2556	19701001	7404	福島県	耶麻郡	山都町	1	20151001	7208	福島県		喜多方市
3685	19701001	7405	福島県	耶麻郡	西会津町	1	20151001	7405	福島県	耶麻郡	西会津町
2557	19701001	7406	福島県	耶麻郡	高郷村	1	20151001	7208	福島県		喜多方市
3686	19701001	7407	福島県	耶麻郡	磐梯町	1	20151001	7407	福島県	耶麻郡	磐梯町
3687	19701001	7408	福島県	耶麻郡	猪苗代町	1	20151001	7408	福島県	耶麻郡	猪苗代町
3688	19701001	7421	福島県	河沼郡	会津坂下町	1	20151001	7421	福島県	河沼郡	会津坂下町
3689	19701001	7422	福島県	河沼郡	湯川村	1	20151001	7422	福島県	河沼郡	湯川村
3690	19701001	7423	福島県	河沼郡	柳津町	1	20151001	7423	福島県	河沼郡	柳津町
2289	19701001	7424	福島県	河沼郡	河東村	1	20151001	7202	福島県		会津若松市
2064	19701001	7441	福島県	大沼郡	会津高田町	1	20151001	7447	福島県	大沼郡	会津美里町
2065	19701001	7442	福島県	大沼郡	本郷町	1	20151001	7447	福島県	大沼郡	会津美里町
2067	19701001	7443	福島県	大沼郡	新鶴村	1	20151001	7447	福島県	大沼郡	会津美里町
3691	19701001	7444	福島県	大沼郡	三島町	1	20151001	7444	福島県	大沼郡	三島町
3692	19701001	7445	福島県	大沼郡	金山町	1	20151001	7445	福島県	大沼郡	金山町
3693	19701001	7446	福島県	大沼郡	昭和村	1	20151001	7446	福島県	大沼郡	昭和村
3694	19701001	7461	福島県	西白河郡	西郷村	1	20151001	7461	福島県	西白河郡	西郷村
2326	19701001	7462	福島県	西白河郡	表郷村	1	20151001	7205	福島県		白河市
2327	19701001	7463	福島県	西白河郡	東村	1	20151001	7205	福島県		白河市
3695	19701001	7464	福島県	西白河郡	泉崎村	1	20151001	7464	福島県	西白河郡	泉崎村
3696	19701001	7465	福島県	西白河郡	中島村	1	20151001	7465	福島県	西白河郡	中島村
3697	19701001	7466	福島県	西白河郡	矢吹町	1	20151001	7466	福島県	西白河郡	矢吹町
2328	19701001	7467	福島県	西白河郡	大信村	1	20151001	7205	福島県		白河市
3698	19701001	7481	福島県	東白川郡	棚倉町	1	20151001	7481	福島県	東白川郡	棚倉町
3699	19701001	7482	福島県	東白川郡	矢祭町	1	20151001	7482	福島県	東白川郡	矢祭町
3700	19701001	7483	福島県	東白川郡	塙町	1	20151001	7483	福島県	東白川郡	塙町
3701	19701001	7484	福島県	東白川郡	鮫川村	1	20151001	7484	福島県	東白川郡	鮫川村
3706	19701001	7485	福島県	東白川郡	古殿町	1	20151001	7505	福島県	石川郡	古殿町
3702	19701001	7501	福島県	石川郡	石川町	1	20151001	7501	福島県	石川郡	石川町
3703	19701001	7502	福島県	石川郡	玉川村	1	20151001	7502	福島県	石川郡	玉川村
3704	19701001	7503	福島県	石川郡	平田村	1	20151001	7503	福島県	石川郡	平田村
3705	19701001	7504	福島県	石川郡	浅川町	1	20151001	7504	福島県	石川郡	浅川町
3708	19701001	7521	福島県	田村郡	三春町	1	20151001	7521	福島県	田村郡	三春町
3709	19701001	7522	福島県	田村郡	小野町	1	20151001	7522	福島県	田村郡	小野町
1245	19701001	7523	福島県	田村郡	滝根町	1	20151001	7211	福島県		田村市
1246	19701001	7524	福島県	田村郡	大越町	1	20151001	7211	福島県		田村市
1247	19701001	7525	福島県	田村郡	都路村	1	20151001	7211	福島県		田村市
1248	19701001	7526	福島県	田村郡	常葉町	1	20151001	7211	福島県		田村市
1249	19701001	7527	福島県	田村郡	船引町	1	20151001	7211	福島県		田村市
3710	19701001	7541	福島県	双葉郡	広野町	1	20151001	7541	福島県	双葉郡	広野町
3711	19701001	7542	福島県	双葉郡	楢葉町	1	20151001	7542	福島県	双葉郡	楢葉町
3712	19701001	7543	福島県	双葉郡	富岡町	1	20151001	7543	福島県	双葉郡	富岡町
3713	19701001	7544	福島県	双葉郡	川内村	1	20151001	7544	福島県	双葉郡	川内村
3714	19701001	7545	福島県	双葉郡	大熊町	1	20151001	7545	福島県	双葉郡	大熊町
3715	19701001	7546	福島県	双葉郡	双葉町	1	20151001	7546	福島県	双葉郡	双葉町
3716	19701001	7547	福島県	双葉郡	浪江町	1	20151001	7547	福島県	双葉郡	浪江町
3717	19701001	7548	福島県	双葉郡	葛尾村	1	20151001	7548	福島県	双葉郡	葛尾村
3718	19701001	7561	福島県	相馬郡	新地村	1	20151001	7561	福島県	相馬郡	新地町
2389	19701001	7562	福島県	相馬郡	鹿島町	1	20151001	7212	福島県		南相馬市
2390	19701001	7563	福島県	相馬郡	小高町	1	20151001	7212	福島県		南相馬市
3720	19701001	7564	福島県	相馬郡	飯舘村	1	20151001	7564	福島県	相馬郡	飯舘村
341	19701001	8201	茨城県		水戸市	1	20151001	8201	茨城県		水戸市
805	19701001	8202	茨城県		日立市	1	20151001	8202	茨城県		日立市
2657	19701001	8203	茨城県		土浦市	1	20151001	8203	茨城県		土浦市
1994	19701001	8204	茨城県		古河市	1	20151001	8204	茨城県		古河市
2069	19701001	8205	茨城県		石岡市	1	20151001	8205	茨城県		石岡市
1510	19701001	8206	茨城県		下館市	1	20151001	8227	茨城県		筑西市
3721	19701001	8207	茨城県		結城市	1	20151001	8207	茨城県		結城市
3722	19701001	8208	茨城県		龍ヶ崎市	1	20151001	8208	茨城県		龍ヶ崎市
357	19701001	8209	茨城県		那珂湊市	1	20151001	8221	茨城県		ひたちなか市
2398	19701001	8210	茨城県		下妻市	1	20151001	8210	茨城県		下妻市
2401	19701001	8211	茨城県		水海道市	1	20151001	8211	茨城県		常総市
917	19701001	8212	茨城県		常陸太田市	1	20151001	8212	茨城県		常陸太田市
358	19701001	8213	茨城県		勝田市	1	20151001	8221	茨城県		ひたちなか市
3723	19701001	8214	茨城県		高萩市	1	20151001	8214	茨城県		高萩市
3724	19701001	8215	茨城県		北茨城市	1	20151001	8215	茨城県		北茨城市
2769	19701001	8216	茨城県		笠間市	1	20151001	8216	茨城県		笠間市
1516	19701001	8217	茨城県		取手市	1	20151001	8217	茨城県		取手市
340	19701001	8301	茨城県	東茨城郡	常澄村	1	20151001	8201	茨城県		水戸市
3729	19701001	8302	茨城県	東茨城郡	茨城町	1	20151001	8302	茨城県	東茨城郡	茨城町
2910	19701001	8303	茨城県	東茨城郡	小川町	1	20151001	8236	茨城県		小美玉市
2911	19701001	8304	茨城県	東茨城郡	美野里町	1	20151001	8236	茨城県		小美玉市
1101	19701001	8305	茨城県	東茨城郡	内原町	1	20151001	8201	茨城県		水戸市
1103	19701001	8306	茨城県	東茨城郡	常北町	1	20151001	8310	茨城県	東茨城郡	城里町
1104	19701001	8307	茨城県	東茨城郡	桂村	1	20151001	8310	茨城県	東茨城郡	城里町
784	19701001	8308	茨城県	東茨城郡	御前山村	1	20151001	8225	茨城県		常陸大宮市
3730	19701001	8309	茨城県	東茨城郡	大洗町	1	20151001	8309	茨城県	東茨城郡	大洗町
2770	19701001	8321	茨城県	西茨城郡	友部町	1	20151001	8216	茨城県		笠間市
2771	19701001	8322	茨城県	西茨城郡	岩間町	1	20151001	8216	茨城県		笠間市
1105	19701001	8323	茨城県	西茨城郡	七会村	1	20151001	8310	茨城県	東茨城郡	城里町
2072	19701001	8324	茨城県	西茨城郡	岩瀬町	1	20151001	8231	茨城県		桜川市
3731	19701001	8341	茨城県	那珂郡	東海村	1	20151001	8341	茨城県	那珂郡	東海村
1089	19701001	8342	茨城県	那珂郡	那珂町	1	20151001	8226	茨城県		那珂市
1090	19701001	8343	茨城県	那珂郡	瓜連町	1	20151001	8226	茨城県		那珂市
785	19701001	8344	茨城県	那珂郡	大宮町	1	20151001	8225	茨城県		常陸大宮市
786	19701001	8345	茨城県	那珂郡	山方町	1	20151001	8225	茨城県		常陸大宮市
787	19701001	8346	茨城県	那珂郡	美和村	1	20151001	8225	茨城県		常陸大宮市
788	19701001	8347	茨城県	那珂郡	緒川村	1	20151001	8225	茨城県		常陸大宮市
918	19701001	8361	茨城県	久慈郡	金砂郷村	1	20151001	8212	茨城県		常陸太田市
920	19701001	8362	茨城県	久慈郡	水府村	1	20151001	8212	茨城県		常陸太田市
921	19701001	8363	茨城県	久慈郡	里美村	1	20151001	8212	茨城県		常陸太田市
3732	19701001	8364	茨城県	久慈郡	大子町	1	20151001	8364	茨城県	久慈郡	大子町
806	19701001	8381	茨城県	多賀郡	十王町	1	20151001	8202	茨城県		日立市
2241	19701001	8401	茨城県	鹿島郡	旭村	1	20151001	8234	茨城県		鉾田市
2242	19701001	8402	茨城県	鹿島郡	鉾田町	1	20151001	8234	茨城県		鉾田市
2243	19701001	8403	茨城県	鹿島郡	大洋村	1	20151001	8234	茨城県		鉾田市
366	19701001	8404	茨城県	鹿島郡	大野村	1	20151001	8222	茨城県		鹿嶋市
367	19701001	8405	茨城県	鹿島郡	鹿島町	1	20151001	8222	茨城県		鹿嶋市
1949	19701001	8406	茨城県	鹿島郡	神栖町	1	20151001	8232	茨城県		神栖市
1950	19701001	8407	茨城県	鹿島郡	波崎町	1	20151001	8232	茨城県		神栖市
1989	19701001	8421	茨城県	行方郡	麻生町	1	20151001	8233	茨城県		行方市
386	19701001	8422	茨城県	行方郡	牛堀町	1	20151001	8223	茨城県		潮来市
387	19701001	8423	茨城県	行方郡	潮来町	1	20151001	8223	茨城県		潮来市
1990	19701001	8424	茨城県	行方郡	北浦村	1	20151001	8233	茨城県		行方市
1992	19701001	8425	茨城県	行方郡	玉造町	1	20151001	8233	茨城県		行方市
1419	19701001	8441	茨城県	稲敷郡	江戸崎町	1	20151001	8229	茨城県		稲敷市
3733	19701001	8442	茨城県	稲敷郡	美浦村	1	20151001	8442	茨城県	稲敷郡	美浦村
3734	19701001	8443	茨城県	稲敷郡	阿見町	1	20151001	8443	茨城県	稲敷郡	阿見町
3725	19701001	8444	茨城県	稲敷郡	牛久町	1	20151001	8219	茨城県		牛久市
405	19701001	8445	茨城県	稲敷郡	茎崎村	1	20151001	8220	茨城県		つくば市
1420	19701001	8446	茨城県	稲敷郡	新利根村	1	20151001	8229	茨城県		稲敷市
3735	19701001	8447	茨城県	稲敷郡	河内村	1	20151001	8447	茨城県	稲敷郡	河内町
1422	19701001	8448	茨城県	稲敷郡	桜川村	1	20151001	8229	茨城県		稲敷市
1423	19701001	8449	茨城県	稲敷郡	東村	1	20151001	8229	茨城県		稲敷市
1519	19701001	8461	茨城県	新治郡	出島村	1	20151001	8230	茨城県		かすみがうら市
2912	19701001	8462	茨城県	新治郡	玉里村	1	20151001	8236	茨城県		小美玉市
2070	19701001	8463	茨城県	新治郡	八郷町	1	20151001	8205	茨城県		石岡市
1521	19701001	8464	茨城県	新治郡	千代田村	1	20151001	8230	茨城県		かすみがうら市
2658	19701001	8465	茨城県	新治郡	新治村	1	20151001	8203	茨城県		土浦市
298	19701001	8466	茨城県	新治郡	桜村	1	20151001	8220	茨城県		つくば市
299	19701001	8481	茨城県	筑波郡	谷田部町	1	20151001	8220	茨城県		つくば市
2914	19701001	8482	茨城県	筑波郡	伊奈村	1	20151001	8235	茨城県		つくばみらい市
2916	19701001	8483	茨城県	筑波郡	谷和原村	1	20151001	8235	茨城県		つくばみらい市
300	19701001	8484	茨城県	筑波郡	豊里町	1	20151001	8220	茨城県		つくば市
303	19701001	8485	茨城県	筑波郡	筑波町	1	20151001	8220	茨城県		つくば市
301	19701001	8486	茨城県	筑波郡	大穂町	1	20151001	8220	茨城県		つくば市
1511	19701001	8501	茨城県	真壁郡	関城町	1	20151001	8227	茨城県		筑西市
1512	19701001	8502	茨城県	真壁郡	明野町	1	20151001	8227	茨城県		筑西市
2073	19701001	8503	茨城県	真壁郡	真壁町	1	20151001	8231	茨城県		桜川市
2074	19701001	8504	茨城県	真壁郡	大和村	1	20151001	8231	茨城県		桜川市
1513	19701001	8505	茨城県	真壁郡	協和町	1	20151001	8227	茨城県		筑西市
3737	19701001	8521	茨城県	結城郡	八千代村	1	20151001	8521	茨城県	結城郡	八千代町
2399	19701001	8522	茨城県	結城郡	千代川村	1	20151001	8210	茨城県		下妻市
2402	19701001	8523	茨城県	結城郡	石下町	1	20151001	8211	茨城県		常総市
1995	19701001	8541	茨城県	猿島郡	総和町	1	20151001	8204	茨城県		古河市
3739	19701001	8542	茨城県	猿島郡	五霞村	1	20151001	8542	茨城県	猿島郡	五霞町
1996	19701001	8543	茨城県	猿島郡	三和町	1	20151001	8204	茨城県		古河市
1417	19701001	8544	茨城県	猿島郡	猿島町	1	20151001	8228	茨城県		坂東市
1415	19701001	8545	茨城県	猿島郡	岩井町	1	20151001	8228	茨城県		坂東市
3741	19701001	8546	茨城県	猿島郡	境町	1	20151001	8546	茨城県	猿島郡	境町
3727	19701001	8561	茨城県	北相馬郡	守谷町	1	20151001	8224	茨城県		守谷市
1517	19701001	8563	茨城県	北相馬郡	藤代町	1	20151001	8217	茨城県		取手市
3742	19701001	8564	茨城県	北相馬郡	利根町	1	20151001	8564	茨城県	北相馬郡	利根町
3063	19701001	9201	栃木県		宇都宮市	1	20151001	9201	栃木県		宇都宮市
3743	19701001	9202	栃木県		足利市	1	20151001	9202	栃木県		足利市
3241	19701001	9203	栃木県		栃木市	1	20151001	9203	栃木県		栃木市
1235	19701001	9204	栃木県		佐野市	1	20151001	9204	栃木県		佐野市
2404	19701001	9205	栃木県		鹿沼市	1	20151001	9205	栃木県		鹿沼市
2786	19701001	9206	栃木県		日光市	1	20151001	9206	栃木県		日光市
2787	19701001	9207	栃木県		今市市	1	20151001	9206	栃木県		日光市
3744	19701001	9208	栃木県		小山市	1	20151001	9208	栃木県		小山市
3137	19701001	9209	栃木県		真岡市	1	20151001	9209	栃木県		真岡市
2076	19701001	9210	栃木県		大田原市	1	20151001	9210	栃木県		大田原市
3745	19701001	9211	栃木県		矢板市	1	20151001	9211	栃木県		矢板市
3746	19701001	9301	栃木県	河内郡	上三川町	1	20151001	9301	栃木県	河内郡	上三川町
2580	19701001	9302	栃木県	河内郡	南河内村	1	20151001	9216	栃木県		下野市
3064	19701001	9303	栃木県	河内郡	上河内村	1	20151001	9201	栃木県		宇都宮市
3066	19701001	9304	栃木県	河内郡	河内町	1	20151001	9201	栃木県		宇都宮市
3747	19701001	9321	栃木県	上都賀郡	西方村	1	20151001	9203	栃木県		栃木市
2405	19701001	9322	栃木県	上都賀郡	粟野町	1	20151001	9205	栃木県		鹿沼市
2788	19701001	9323	栃木県	上都賀郡	足尾町	1	20151001	9206	栃木県		日光市
3138	19701001	9341	栃木県	芳賀郡	二宮町	1	20151001	9209	栃木県		真岡市
3749	19701001	9342	栃木県	芳賀郡	益子町	1	20151001	9342	栃木県	芳賀郡	益子町
3750	19701001	9343	栃木県	芳賀郡	茂木町	1	20151001	9343	栃木県	芳賀郡	茂木町
3751	19701001	9344	栃木県	芳賀郡	市貝村	1	20151001	9344	栃木県	芳賀郡	市貝町
3753	19701001	9345	栃木県	芳賀郡	芳賀町	1	20151001	9345	栃木県	芳賀郡	芳賀町
3754	19701001	9361	栃木県	下都賀郡	壬生町	1	20151001	9361	栃木県	下都賀郡	壬生町
2582	19701001	9362	栃木県	下都賀郡	石橋町	1	20151001	9216	栃木県		下野市
2583	19701001	9363	栃木県	下都賀郡	国分寺町	1	20151001	9216	栃木県		下野市
3755	19701001	9364	栃木県	下都賀郡	野木町	1	20151001	9364	栃木県	下都賀郡	野木町
3242	19701001	9365	栃木県	下都賀郡	大平町	1	20151001	9203	栃木県		栃木市
3243	19701001	9366	栃木県	下都賀郡	藤岡町	1	20151001	9203	栃木県		栃木市
3756	19701001	9367	栃木県	下都賀郡	岩舟町	1	20151001	9203	栃木県		栃木市
3244	19701001	9368	栃木県	下都賀郡	都賀町	1	20151001	9203	栃木県		栃木市
939	19701001	9381	栃木県	塩谷郡	塩原町	1	20151001	9213	栃木県		那須塩原市
2789	19701001	9382	栃木県	塩谷郡	栗山村	1	20151001	9206	栃木県		日光市
2790	19701001	9383	栃木県	塩谷郡	藤原町	1	20151001	9206	栃木県		日光市
3757	19701001	9384	栃木県	塩谷郡	塩谷町	1	20151001	9384	栃木県	塩谷郡	塩谷町
1524	19701001	9385	栃木県	塩谷郡	氏家町	1	20151001	9214	栃木県		さくら市
3758	19701001	9386	栃木県	塩谷郡	高根沢町	1	20151001	9386	栃木県	塩谷郡	高根沢町
1525	19701001	9387	栃木県	塩谷郡	喜連川町	1	20151001	9214	栃木県		さくら市
2080	19701001	9401	栃木県	那須郡	南那須村	1	20151001	9215	栃木県		那須烏山市
2082	19701001	9402	栃木県	那須郡	烏山町	1	20151001	9215	栃木県		那須烏山市
2084	19701001	9403	栃木県	那須郡	馬頭町	1	20151001	9411	栃木県	那須郡	那珂川町
2085	19701001	9404	栃木県	那須郡	小川町	1	20151001	9411	栃木県	那須郡	那珂川町
2077	19701001	9405	栃木県	那須郡	湯津上村	1	20151001	9210	栃木県		大田原市
2078	19701001	9406	栃木県	那須郡	黒羽町	1	20151001	9210	栃木県		大田原市
3759	19701001	9407	栃木県	那須郡	那須町	1	20151001	9407	栃木県	那須郡	那須町
936	19701001	9408	栃木県	那須郡	黒磯町	1	20151001	9213	栃木県		那須塩原市
938	19701001	9409	栃木県	那須郡	西那須野町	1	20151001	9213	栃木県		那須塩原市
1236	19701001	9421	栃木県	安蘇郡	田沼町	1	20151001	9204	栃木県		佐野市
1237	19701001	9422	栃木県	安蘇郡	葛生町	1	20151001	9204	栃木県		佐野市
923	19701001	10201	群馬県		前橋市	1	20151001	10201	群馬県		前橋市
2593	19701001	10202	群馬県		高崎市	1	20151001	10202	群馬県		高崎市
1907	19701001	10203	群馬県		桐生市	1	20151001	10203	群馬県		桐生市
942	19701001	10204	群馬県		伊勢崎市	1	20151001	10204	群馬県		伊勢崎市
1527	19701001	10205	群馬県		太田市	1	20151001	10205	群馬県		太田市
1196	19701001	10206	群馬県		沼田市	1	20151001	10206	群馬県		沼田市
3760	19701001	10207	群馬県		館林市	1	20151001	10207	群馬県		館林市
2650	19701001	10208	群馬県		渋川市	1	20151001	10208	群馬県		渋川市
2407	19701001	10209	群馬県		藤岡市	1	20151001	10209	群馬県		藤岡市
2918	19701001	10210	群馬県		富岡市	1	20151001	10210	群馬県		富岡市
2766	19701001	10211	群馬県		安中市	1	20151001	10211	群馬県		安中市
2651	19701001	10301	群馬県	勢多郡	北橘村	1	20151001	10208	群馬県		渋川市
2652	19701001	10302	群馬県	勢多郡	赤城村	1	20151001	10208	群馬県		渋川市
3151	19701001	10303	群馬県	勢多郡	富士見村	1	20151001	10201	群馬県		前橋市
924	19701001	10304	群馬県	勢多郡	大胡町	1	20151001	10201	群馬県		前橋市
925	19701001	10305	群馬県	勢多郡	宮城村	1	20151001	10201	群馬県		前橋市
926	19701001	10306	群馬県	勢多郡	粕川村	1	20151001	10201	群馬県		前橋市
1908	19701001	10307	群馬県	勢多郡	新里村	1	20151001	10203	群馬県		桐生市
1909	19701001	10308	群馬県	勢多郡	黒保根村	1	20151001	10203	群馬県		桐生市
2921	19701001	10309	群馬県	勢多郡	東村	1	20151001	10212	群馬県		みどり市
3038	19701001	10321	群馬県	群馬郡	榛名町	1	20151001	10202	群馬県		高崎市
2594	19701001	10322	群馬県	群馬郡	倉淵村	1	20151001	10202	群馬県		高崎市
2596	19701001	10323	群馬県	群馬郡	箕郷町	1	20151001	10202	群馬県		高崎市
2597	19701001	10324	群馬県	群馬郡	群馬町	1	20151001	10202	群馬県		高崎市
2653	19701001	10341	群馬県	北群馬郡	子持村	1	20151001	10208	群馬県		渋川市
2654	19701001	10342	群馬県	北群馬郡	小野上村	1	20151001	10208	群馬県		渋川市
2655	19701001	10343	群馬県	北群馬郡	伊香保町	1	20151001	10208	群馬県		渋川市
3761	19701001	10344	群馬県	北群馬郡	榛東村	1	20151001	10344	群馬県	北群馬郡	榛東村
3762	19701001	10345	群馬県	北群馬郡	吉岡村	1	20151001	10345	群馬県	北群馬郡	吉岡町
2598	19701001	10361	群馬県	多野郡	新町	1	20151001	10202	群馬県		高崎市
2408	19701001	10362	群馬県	多野郡	鬼石町	1	20151001	10209	群馬県		藤岡市
3153	19701001	10363	群馬県	多野郡	吉井町	1	20151001	10202	群馬県		高崎市
424	19701001	10364	群馬県	多野郡	万場町	1	20151001	10367	群馬県	多野郡	神流町
425	19701001	10365	群馬県	多野郡	中里村	1	20151001	10367	群馬県	多野郡	神流町
3764	19701001	10366	群馬県	多野郡	上野村	1	20151001	10366	群馬県	多野郡	上野村
2919	19701001	10381	群馬県	甘楽郡	妙義町	1	20151001	10210	群馬県		富岡市
3765	19701001	10382	群馬県	甘楽郡	下仁田町	1	20151001	10382	群馬県	甘楽郡	下仁田町
3766	19701001	10383	群馬県	甘楽郡	南牧村	1	20151001	10383	群馬県	甘楽郡	南牧村
3767	19701001	10384	群馬県	甘楽郡	甘楽町	1	20151001	10384	群馬県	甘楽郡	甘楽町
2767	19701001	10401	群馬県	碓氷郡	松井田町	1	20151001	10211	群馬県		安中市
3238	19701001	10421	群馬県	吾妻郡	中之条町	1	20151001	10421	群馬県	吾妻郡	中之条町
2926	19701001	10422	群馬県	吾妻郡	東村	1	20151001	10429	群馬県	吾妻郡	東吾妻町
2927	19701001	10423	群馬県	吾妻郡	吾妻町	1	20151001	10429	群馬県	吾妻郡	東吾妻町
3768	19701001	10424	群馬県	吾妻郡	長野原町	1	20151001	10424	群馬県	吾妻郡	長野原町
3769	19701001	10425	群馬県	吾妻郡	嬬恋村	1	20151001	10425	群馬県	吾妻郡	嬬恋村
3770	19701001	10426	群馬県	吾妻郡	草津町	1	20151001	10426	群馬県	吾妻郡	草津町
3239	19701001	10427	群馬県	吾妻郡	六合村	1	20151001	10421	群馬県	吾妻郡	中之条町
3771	19701001	10428	群馬県	吾妻郡	高山村	1	20151001	10428	群馬県	吾妻郡	高山村
1197	19701001	10441	群馬県	利根郡	白沢村	1	20151001	10206	群馬県		沼田市
1198	19701001	10442	群馬県	利根郡	利根村	1	20151001	10206	群馬県		沼田市
3772	19701001	10443	群馬県	利根郡	片品村	1	20151001	10443	群馬県	利根郡	片品村
3773	19701001	10444	群馬県	利根郡	川場村	1	20151001	10444	群馬県	利根郡	川場村
2087	19701001	10445	群馬県	利根郡	月夜野町	1	20151001	10449	群馬県	利根郡	みなかみ町
2088	19701001	10446	群馬県	利根郡	水上町	1	20151001	10449	群馬県	利根郡	みなかみ町
2089	19701001	10447	群馬県	利根郡	新治村	1	20151001	10449	群馬県	利根郡	みなかみ町
3774	19701001	10448	群馬県	利根郡	昭和村	1	20151001	10448	群馬県	利根郡	昭和村
943	19701001	10461	群馬県	佐波郡	赤堀村	1	20151001	10204	群馬県		伊勢崎市
945	19701001	10462	群馬県	佐波郡	東村	1	20151001	10204	群馬県		伊勢崎市
946	19701001	10463	群馬県	佐波郡	境町	1	20151001	10204	群馬県		伊勢崎市
3775	19701001	10464	群馬県	佐波郡	玉村町	1	20151001	10464	群馬県	佐波郡	玉村町
1528	19701001	10481	群馬県	新田郡	尾島町	1	20151001	10205	群馬県		太田市
1529	19701001	10482	群馬県	新田郡	新田町	1	20151001	10205	群馬県		太田市
1530	19701001	10483	群馬県	新田郡	藪塚本町	1	20151001	10205	群馬県		太田市
2922	19701001	10484	群馬県	新田郡	笠懸村	1	20151001	10212	群馬県		みどり市
2924	19701001	10501	群馬県	山田郡	大間々町	1	20151001	10212	群馬県		みどり市
3776	19701001	10521	群馬県	邑楽郡	板倉町	1	20151001	10521	群馬県	邑楽郡	板倉町
3777	19701001	10522	群馬県	邑楽郡	明和村	1	20151001	10522	群馬県	邑楽郡	明和町
3779	19701001	10523	群馬県	邑楽郡	千代田村	1	20151001	10523	群馬県	邑楽郡	千代田町
3781	19701001	10524	群馬県	邑楽郡	大泉町	1	20151001	10524	群馬県	邑楽郡	大泉町
3782	19701001	10525	群馬県	邑楽郡	邑楽町	1	20151001	10525	群馬県	邑楽郡	邑楽町
3783	19701001	11201	埼玉県		川越市	1	20151001	11201	埼玉県		川越市
2091	19701001	11202	埼玉県		熊谷市	1	20151001	11202	埼玉県		熊谷市
3784	19701001	11203	埼玉県		川口市	1	20151001	11203	埼玉県		川口市
389	19701001	11204	埼玉県		浦和市	1	20151001	11100	埼玉県	さいたま市	
390	19701001	11205	埼玉県		大宮市	1	20151001	11100	埼玉県	さいたま市	
2410	19701001	11206	埼玉県		行田市	1	20151001	11206	埼玉県		行田市
1686	19701001	11207	埼玉県		秩父市	1	20151001	11207	埼玉県		秩父市
3785	19701001	11208	埼玉県		所沢市	1	20151001	11208	埼玉県		所沢市
948	19701001	11209	埼玉県		飯能市	1	20151001	11209	埼玉県		飯能市
3223	19701001	11210	埼玉県		加須市	1	20151001	11210	埼玉県		加須市
2577	19701001	11211	埼玉県		本庄市	1	20151001	11211	埼玉県		本庄市
3786	19701001	11212	埼玉県		東松山市	1	20151001	11212	埼玉県		東松山市
1683	19701001	11213	埼玉県		岩槻市	1	20151001	11100	埼玉県	さいたま市	
2096	19701001	11214	埼玉県		春日部市	1	20151001	11214	埼玉県		春日部市
3787	19701001	11215	埼玉県		狭山市	1	20151001	11215	埼玉県		狭山市
3788	19701001	11216	埼玉県		羽生市	1	20151001	11216	埼玉県		羽生市
2103	19701001	11217	埼玉県		鴻巣市	1	20151001	11217	埼玉県		鴻巣市
171	19701001	11218	埼玉県		深谷市	1	20151001	11218	埼玉県		深谷市
3789	19701001	11219	埼玉県		上尾市	1	20151001	11219	埼玉県		上尾市
391	19701001	11220	埼玉県		与野市	1	20151001	11100	埼玉県	さいたま市	
3790	19701001	11221	埼玉県		草加市	1	20151001	11221	埼玉県		草加市
3791	19701001	11222	埼玉県		越谷市	1	20151001	11222	埼玉県		越谷市
3792	19701001	11223	埼玉県		蕨市	1	20151001	11223	埼玉県		蕨市
3793	19701001	11224	埼玉県		戸田市	1	20151001	11224	埼玉県		戸田市
3794	19701001	11225	埼玉県		入間市	1	20151001	11225	埼玉県		入間市
3795	19701001	11226	埼玉県		鳩ヶ谷市	1	20151001	11203	埼玉県		川口市
3796	19701001	11227	埼玉県		朝霞市	1	20151001	11227	埼玉県		朝霞市
3825	19701001	11301	埼玉県	北足立郡	伊奈村	1	20151001	11301	埼玉県	北足立郡	伊奈町
3803	19701001	11302	埼玉県	北足立郡	桶川町	1	20151001	11231	埼玉県		桶川市
3805	19701001	11303	埼玉県	北足立郡	北本町	1	20151001	11233	埼玉県		北本市
2104	19701001	11304	埼玉県	北足立郡	吹上町	1	20151001	11217	埼玉県		鴻巣市
3797	19701001	11305	埼玉県	北足立郡	足立町	1	20151001	11228	埼玉県		志木市
3801	19701001	11306	埼玉県	北足立郡	新座町	1	20151001	11230	埼玉県		新座市
3799	19701001	11307	埼玉県	北足立郡	大和町	1	20151001	11229	埼玉県		和光市
2099	19701001	11321	埼玉県	入間郡	福岡町	1	20151001	11245	埼玉県		ふじみ野市
2101	19701001	11322	埼玉県	入間郡	大井町	1	20151001	11245	埼玉県		ふじみ野市
